Visited,Site,Year,Visit_num,BO,NSO,Method,TOD,RF,FOR,ttot
0,90,6,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,7,1,0,0,1,1,-0.407278289,-0.482160636,1.483333333
1,90,7,2,0,1,2,1,-0.407278289,-0.482160636,1.25
0,90,7,3,0,0,3,3,-0.407278289,-0.482160636,0
0,90,7,4,0,0,3,3,-0.407278289,-0.482160636,0
0,90,7,5,0,0,3,3,-0.407278289,-0.482160636,0
0,90,7,6,0,0,3,3,-0.407278289,-0.482160636,0
0,90,7,7,0,0,3,3,-0.407278289,-0.482160636,0
0,90,7,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,8,1,0,1,1,1,-0.407278289,-0.482160636,0
1,90,8,2,0,0,1,1,-0.407278289,-0.482160636,0.583333333
1,90,8,3,0,1,1,1,-0.407278289,-0.482160636,0.5
1,90,8,4,0,1,1,1,-0.407278289,-0.482160636,-0.2
1,90,8,5,0,0,1,1,-0.407278289,-0.482160636,0.35
1,90,8,6,0,1,1,1,-0.407278289,-0.482160636,-0.666666667
0,90,8,7,0,0,3,3,-0.407278289,-0.482160636,0
0,90,8,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,9,1,0,0,1,1,-0.407278289,-0.482160636,0.716666667
1,90,9,2,0,1,1,1,-0.407278289,-0.482160636,0.316666667
1,90,9,3,0,1,2,1,-0.407278289,-0.482160636,0.066666667
1,90,9,4,0,0,1,1,-0.407278289,-0.482160636,1
1,90,9,5,0,0,2,1,-0.407278289,-0.482160636,-1.016666667
1,90,9,6,0,0,1,1,-0.407278289,-0.482160636,-0.116666667
1,90,9,7,0,1,1,1,-0.407278289,-0.482160636,-0.583333333
0,90,9,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,10,1,0,0,3,1,-0.407278289,-0.482160636,0.116666667
1,90,10,2,0,1,1,1,-0.407278289,-0.482160636,1.616666667
1,90,10,3,0,1,3,1,-0.407278289,-0.482160636,0.833333333
0,90,10,4,0,0,3,3,-0.407278289,-0.482160636,0
0,90,10,5,0,0,3,3,-0.407278289,-0.482160636,0
0,90,10,6,0,0,3,3,-0.407278289,-0.482160636,0
0,90,10,7,0,0,3,3,-0.407278289,-0.482160636,0
0,90,10,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,11,1,0,0,3,1,-0.407278289,-0.482160636,1.583333333
1,90,11,2,0,1,2,1,-0.407278289,-0.482160636,1.633333333
1,90,11,3,0,0,3,1,-0.407278289,-0.482160636,1.233333333
0,90,11,4,0,0,3,3,-0.407278289,-0.482160636,0
0,90,11,5,0,0,3,3,-0.407278289,-0.482160636,0
0,90,11,6,0,0,3,3,-0.407278289,-0.482160636,0
0,90,11,7,0,0,3,3,-0.407278289,-0.482160636,0
0,90,11,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,12,1,0,1,3,1,-0.407278289,-0.482160636,2.15
1,90,12,2,0,1,1,1,-0.407278289,-0.482160636,1.25
0,90,12,3,0,0,3,3,-0.407278289,-0.482160636,0
0,90,12,4,0,0,3,3,-0.407278289,-0.482160636,0
0,90,12,5,0,0,3,3,-0.407278289,-0.482160636,0
0,90,12,6,0,0,3,3,-0.407278289,-0.482160636,0
0,90,12,7,0,0,3,3,-0.407278289,-0.482160636,0
0,90,12,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,13,1,0,1,3,1,-0.407278289,-0.482160636,0.75
1,90,13,2,0,1,2,1,-0.407278289,-0.482160636,0.083333333
0,90,13,3,0,0,3,3,-0.407278289,-0.482160636,0
0,90,13,4,0,0,3,3,-0.407278289,-0.482160636,0
0,90,13,5,0,0,3,3,-0.407278289,-0.482160636,0
0,90,13,6,0,0,3,3,-0.407278289,-0.482160636,0
0,90,13,7,0,0,3,3,-0.407278289,-0.482160636,0
0,90,13,8,0,0,3,3,-0.407278289,-0.482160636,0
1,90,14,1,0,0,3,1,-0.412315319,-0.486363916,2.333333333
1,90,14,2,0,0,3,1,-0.412315319,-0.486363916,1.25
1,90,14,3,0,0,1,1,-0.412315319,-0.486363916,-0.166666667
1,90,14,4,0,1,1,1,-0.412315319,-0.486363916,0
0,90,14,5,0,0,3,3,-0.412315319,-0.486363916,0
0,90,14,6,0,0,3,3,-0.412315319,-0.486363916,0
0,90,14,7,0,0,3,3,-0.412315319,-0.486363916,0
0,90,14,8,0,0,3,3,-0.412315319,-0.486363916,0
1,90,15,1,0,1,3,1,-0.417352348,-0.48869907,-0.45
1,90,15,2,0,1,1,1,-0.417352348,-0.48869907,1.666666667
1,90,15,3,0,1,1,1,-0.417352348,-0.48869907,0.5
1,90,15,4,0,0,1,1,-0.417352348,-0.48869907,0.416666667
0,90,15,5,0,0,3,3,-0.417352348,-0.48869907,0
0,90,15,6,0,0,3,3,-0.417352348,-0.48869907,0
0,90,15,7,0,0,3,3,-0.417352348,-0.48869907,0
0,90,15,8,0,0,3,3,-0.417352348,-0.48869907,0
1,90,16,1,0,0,3,1,-0.417352348,-0.488699072,1.333333333
1,90,16,2,0,1,3,1,-0.417352348,-0.488699072,3
1,90,16,3,0,0,3,1,-0.417352348,-0.488699072,-0.166666667
1,90,16,4,0,0,3,2,-0.417352348,-0.488699072,0
1,90,16,5,0,0,2,2,-0.417352348,-0.488699072,-0.416666667
1,90,16,6,0,0,2,1,-0.417352348,-0.488699072,-0.666666667
1,90,16,7,0,1,3,1,-0.417352348,-0.488699072,-0.75
0,90,16,8,0,0,3,3,-0.417352348,-0.488699072,0
1,90,17,1,0,1,3,1,-0.417352348,-0.488699072,1.133333333
1,90,17,2,0,0,3,1,-0.417352348,-0.488699072,0.083333333
1,90,17,3,0,0,1,1,-0.417352348,-0.488699072,0.016666667
0,90,17,4,0,0,3,3,-0.417352348,-0.488699072,0
0,90,17,5,0,0,3,3,-0.417352348,-0.488699072,0
0,90,17,6,0,0,3,3,-0.417352348,-0.488699072,0
0,90,17,7,0,0,3,3,-0.417352348,-0.488699072,0
0,90,17,8,0,0,3,3,-0.417352348,-0.488699072,0
1,90,18,1,0,1,3,1,-0.417352348,-0.488699072,2
1,90,18,2,0,0,2,1,-0.417352348,-0.488699072,-0.25
1,90,18,3,0,1,3,1,-0.417352348,-0.488699072,1.166666667
0,90,18,4,0,0,3,3,-0.417352348,-0.488699072,0
0,90,18,5,0,0,3,3,-0.417352348,-0.488699072,0
0,90,18,6,0,0,3,3,-0.417352348,-0.488699072,0
0,90,18,7,0,0,3,3,-0.417352348,-0.488699072,0
0,90,18,8,0,0,3,3,-0.417352348,-0.488699072,0
1,90,19,1,0,0,3,1,-0.417352348,-0.488699072,1.666666667
1,90,19,2,0,0,3,1,-0.417352348,-0.488699072,0.2
1,90,19,3,0,0,2,1,-0.417352348,-0.488699072,-0.05
1,90,19,4,1,0,2,3,-0.417352348,-0.488699072,4.883333333
1,90,19,5,0,1,3,1,-0.417352348,-0.488699072,3.283333333
0,90,19,6,0,0,3,3,-0.417352348,-0.488699072,0
0,90,19,7,0,0,3,3,-0.417352348,-0.488699072,0
0,90,19,8,0,0,3,3,-0.417352348,-0.488699072,0
1,90,20,1,0,0,3,1,-0.417352348,-0.488699072,1.083333333
1,90,20,2,0,0,1,1,-0.417352348,-0.488699072,0.25
0,90,20,3,0,0,3,3,-0.417352348,-0.488699072,0
0,90,20,4,0,0,3,3,-0.417352348,-0.488699072,0
0,90,20,5,0,0,3,3,-0.417352348,-0.488699072,0
0,90,20,6,0,0,3,3,-0.417352348,-0.488699072,0
0,90,20,7,0,0,3,3,-0.417352348,-0.488699072,0
0,90,20,8,0,0,3,3,-0.417352348,-0.488699072,0
1,90,21,1,0,0,3,1,-0.417352348,-0.488699072,0.2
1,90,21,2,0,1,2,1,-0.417352348,-0.488699072,0.2
0,90,21,3,0,0,3,3,-0.417352348,-0.488699072,0
0,90,21,4,0,0,3,3,-0.417352348,-0.488699072,0
0,90,21,5,0,0,3,3,-0.417352348,-0.488699072,0
0,90,21,6,0,0,3,3,-0.417352348,-0.488699072,0
0,90,21,7,0,0,3,3,-0.417352348,-0.488699072,0
0,90,21,8,0,0,3,3,-0.417352348,-0.488699072,0
1,90,22,1,0,1,1,1,NA,NA,1.116666667
1,90,22,2,0,0,3,1,NA,NA,-0.65
0,90,22,3,0,0,3,3,NA,NA,0
0,90,22,4,0,0,3,3,NA,NA,0
0,90,22,5,0,0,3,3,NA,NA,0
0,90,22,6,0,0,3,3,NA,NA,0
0,90,22,7,0,0,3,3,NA,NA,0
0,90,22,8,0,0,3,3,NA,NA,0
1,91,1,1,0,0,2,3,-0.41835975,-0.380347854,0.416666667
1,91,1,2,0,0,2,2,-0.41835975,-0.380347854,-0.916666667
1,91,1,3,0,0,2,2,-0.41835975,-0.380347854,0.683333333
1,91,1,4,0,0,2,2,-0.41835975,-0.380347854,0.183333333
1,91,1,5,0,0,2,2,-0.41835975,-0.380347854,0.666666667
1,91,1,6,0,0,2,1,-0.41835975,-0.380347854,-0.45
0,91,1,7,0,0,3,3,-0.41835975,-0.380347854,0
0,91,1,8,0,0,3,3,-0.41835975,-0.380347854,0
1,91,2,1,0,0,2,1,-0.41835975,-0.380347854,-0.666666667
1,91,2,2,0,0,2,3,-0.41835975,-0.380347854,-0.683333333
1,91,2,3,0,0,2,2,-0.41835975,-0.380347854,-0.2
1,91,2,4,0,0,2,2,-0.41835975,-0.380347854,-0.6
1,91,2,5,0,0,2,2,-0.41835975,-0.380347854,-0.283333333
1,91,2,6,0,0,2,2,-0.41835975,-0.380347854,-0.45
0,91,2,7,0,0,3,3,-0.41835975,-0.380347854,0
0,91,2,8,0,0,3,3,-0.41835975,-0.380347854,0
1,91,3,1,0,0,2,1,-0.41835975,-0.380347854,-0.233333333
1,91,3,2,0,0,2,2,-0.41835975,-0.380347854,-1.016666667
1,91,3,3,0,0,2,2,-0.41835975,-0.380347854,0
0,91,3,4,0,0,3,3,-0.41835975,-0.380347854,0
0,91,3,5,0,0,3,3,-0.41835975,-0.380347854,0
0,91,3,6,0,0,3,3,-0.41835975,-0.380347854,0
0,91,3,7,0,0,3,3,-0.41835975,-0.380347854,0
0,91,3,8,0,0,3,3,-0.41835975,-0.380347854,0
1,91,4,1,0,0,2,3,-0.41835975,-0.380347854,-0.666666667
1,91,4,2,0,0,1,1,-0.41835975,-0.380347854,-0.166666667
1,91,4,3,0,0,2,3,-0.41835975,-0.380347854,-0.416666667
1,91,4,4,0,0,2,3,-0.41835975,-0.380347854,-0.666666667
0,91,4,5,0,0,3,3,-0.41835975,-0.380347854,0
0,91,4,6,0,0,3,3,-0.41835975,-0.380347854,0
0,91,4,7,0,0,3,3,-0.41835975,-0.380347854,0
0,91,4,8,0,0,3,3,-0.41835975,-0.380347854,0
1,91,5,1,0,0,2,3,-0.41835975,-0.380347854,0.416666667
1,91,5,2,0,0,2,3,-0.41835975,-0.380347854,1.866666667
1,91,5,3,0,0,2,1,-0.41835975,-0.380347854,-0.266666667
1,91,5,4,0,0,2,2,-0.41835975,-0.380347854,-0.416666667
0,91,5,5,0,0,3,3,-0.41835975,-0.380347854,0
0,91,5,6,0,0,3,3,-0.41835975,-0.380347854,0
0,91,5,7,0,0,3,3,-0.41835975,-0.380347854,0
0,91,5,8,0,0,3,3,-0.41835975,-0.380347854,0
1,91,6,1,0,0,2,3,-0.418359754,-0.380347854,-0.25
1,91,6,2,0,0,2,2,-0.418359754,-0.380347854,-0.383333333
1,91,6,3,0,0,2,2,-0.418359754,-0.380347854,-0.65
1,91,6,4,0,0,2,2,-0.418359754,-0.380347854,0.016666667
1,91,6,5,0,0,2,1,-0.418359754,-0.380347854,-0.233333333
0,91,6,6,0,0,3,3,-0.418359754,-0.380347854,0
0,91,6,7,0,0,3,3,-0.418359754,-0.380347854,0
0,91,6,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,7,1,0,0,2,2,-0.418359754,-0.380347854,-0.433333333
1,91,7,2,0,0,2,2,-0.418359754,-0.380347854,-0.35
1,91,7,3,0,0,2,2,-0.418359754,-0.380347854,0.5
1,91,7,4,0,0,2,3,-0.418359754,-0.380347854,-0.416666667
0,91,7,5,0,0,3,3,-0.418359754,-0.380347854,0
0,91,7,6,0,0,3,3,-0.418359754,-0.380347854,0
0,91,7,7,0,0,3,3,-0.418359754,-0.380347854,0
0,91,7,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,8,1,0,0,2,3,-0.418359754,-0.380347854,-0.45
1,91,8,2,0,0,2,3,-0.418359754,-0.380347854,-0.316666667
1,91,8,3,0,0,3,1,-0.418359754,-0.380347854,0.05
1,91,8,4,0,0,2,2,-0.418359754,-0.380347854,-0.683333333
0,91,8,5,0,0,3,3,-0.418359754,-0.380347854,0
0,91,8,6,0,0,3,3,-0.418359754,-0.380347854,0
0,91,8,7,0,0,3,3,-0.418359754,-0.380347854,0
0,91,8,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,9,1,0,0,2,2,-0.418359754,-0.380347854,0.116666667
1,91,9,2,0,0,2,2,-0.418359754,-0.380347854,-0.366666667
1,91,9,3,0,0,3,1,-0.418359754,-0.380347854,-0.133333333
1,91,9,4,0,0,2,2,-0.418359754,-0.380347854,-0.183333333
0,91,9,5,0,0,3,3,-0.418359754,-0.380347854,0
0,91,9,6,0,0,3,3,-0.418359754,-0.380347854,0
0,91,9,7,0,0,3,3,-0.418359754,-0.380347854,0
0,91,9,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,10,1,0,0,2,2,-0.418359754,-0.380347854,-0.166666667
1,91,10,2,0,0,2,2,-0.418359754,-0.380347854,-0.6
1,91,10,3,0,0,2,2,-0.418359754,-0.380347854,-0.3
1,91,10,4,0,0,2,2,-0.418359754,-0.380347854,0.033333333
0,91,10,5,0,0,3,3,-0.418359754,-0.380347854,0
0,91,10,6,0,0,3,3,-0.418359754,-0.380347854,0
0,91,10,7,0,0,3,3,-0.418359754,-0.380347854,0
0,91,10,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,11,1,0,0,2,1,-0.418359754,-0.380347854,0.416666667
1,91,11,2,0,0,2,3,-0.418359754,-0.380347854,-0.5
1,91,11,3,0,0,2,2,-0.418359754,-0.380347854,-0.166666667
1,91,11,4,0,0,2,3,-0.418359754,-0.380347854,2.116666667
1,91,11,5,0,0,2,2,-0.418359754,-0.380347854,1.583333333
1,91,11,6,0,0,3,1,-0.418359754,-0.380347854,-0.5
1,91,11,7,0,0,2,2,-0.418359754,-0.380347854,-1.083333333
1,91,11,8,0,0,2,2,-0.418359754,-0.380347854,0.083333333
1,91,12,1,0,0,2,1,-0.418359754,-0.380347854,0.016666667
1,91,12,2,0,0,2,2,-0.418359754,-0.380347854,0.05
1,91,12,3,0,0,2,2,-0.418359754,-0.380347854,-0.666666667
1,91,12,4,0,0,3,2,-0.418359754,-0.380347854,-0.166666667
0,91,12,5,0,0,3,3,-0.418359754,-0.380347854,0
0,91,12,6,0,0,3,3,-0.418359754,-0.380347854,0
0,91,12,7,0,0,3,3,-0.418359754,-0.380347854,0
0,91,12,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,13,1,0,0,2,2,-0.418359754,-0.380347854,-0.766666667
1,91,13,2,0,0,2,2,-0.418359754,-0.380347854,-0.416666667
1,91,13,3,0,0,2,2,-0.418359754,-0.380347854,-0.35
1,91,13,4,0,0,2,1,-0.418359754,-0.380347854,0.5
1,91,13,5,0,0,2,2,-0.418359754,-0.380347854,-0.933333333
1,91,13,6,0,0,2,2,-0.418359754,-0.380347854,-0.983333333
1,91,13,7,0,0,2,2,-0.418359754,-0.380347854,0.083333333
0,91,13,8,0,0,3,3,-0.418359754,-0.380347854,0
1,91,14,1,0,0,1,1,-0.418359754,-0.381748948,-0.5
1,91,14,2,0,0,3,1,-0.418359754,-0.381748948,0.583333333
1,91,14,3,0,0,2,2,-0.418359754,-0.381748948,-0.633333333
1,91,14,4,0,1,3,3,-0.418359754,-0.381748948,0.25
1,91,14,5,0,1,2,3,-0.418359754,-0.381748948,0.95
1,91,14,6,0,0,3,1,-0.418359754,-0.381748948,0.5
1,91,14,7,0,0,3,3,-0.418359754,-0.381748948,1.7
0,91,14,8,0,0,3,3,-0.418359754,-0.381748948,0
1,91,15,1,0,1,3,1,-0.418359754,-0.38174895,-0.5
0,91,15,2,0,0,3,3,-0.418359754,-0.38174895,0
0,91,15,3,0,0,3,3,-0.418359754,-0.38174895,0
0,91,15,4,0,0,3,3,-0.418359754,-0.38174895,0
0,91,15,5,0,0,3,3,-0.418359754,-0.38174895,0
0,91,15,6,0,0,3,3,-0.418359754,-0.38174895,0
0,91,15,7,0,0,3,3,-0.418359754,-0.38174895,0
0,91,15,8,0,0,3,3,-0.418359754,-0.38174895,0
1,91,16,1,0,1,1,1,-0.418359754,-0.381748948,-0.166666667
1,91,16,2,0,1,1,1,-0.418359754,-0.381748948,0.75
1,91,16,3,0,0,1,1,-0.418359754,-0.381748948,2
1,91,16,4,0,1,1,1,-0.418359754,-0.381748948,1.25
0,91,16,5,0,0,3,3,-0.418359754,-0.381748948,0
0,91,16,6,0,0,3,3,-0.418359754,-0.381748948,0
0,91,16,7,0,0,3,3,-0.418359754,-0.381748948,0
0,91,16,8,0,0,3,3,-0.418359754,-0.381748948,0
1,91,17,1,0,1,1,1,-0.475781889,-0.427050965,0.666666667
1,91,17,2,0,1,1,1,-0.475781889,-0.427050965,-0.333333333
0,91,17,3,0,0,3,3,-0.475781889,-0.427050965,0
0,91,17,4,0,0,3,3,-0.475781889,-0.427050965,0
0,91,17,5,0,0,3,3,-0.475781889,-0.427050965,0
0,91,17,6,0,0,3,3,-0.475781889,-0.427050965,0
0,91,17,7,0,0,3,3,-0.475781889,-0.427050965,0
0,91,17,8,0,0,3,3,-0.475781889,-0.427050965,0
1,91,18,1,0,0,1,1,-0.475781889,-0.432188307,-0.483333333
1,91,18,2,0,1,1,1,-0.475781889,-0.432188307,0.233333333
1,91,18,3,0,0,1,1,-0.475781889,-0.432188307,-0.166666667
1,91,18,4,0,0,3,3,-0.475781889,-0.432188307,0.283333333
1,91,18,5,0,1,3,3,-0.475781889,-0.432188307,0.666666667
1,91,18,6,0,0,1,1,-0.475781889,-0.432188307,-0.366666667
0,91,18,7,0,0,3,3,-0.475781889,-0.432188307,0
0,91,18,8,0,0,3,3,-0.475781889,-0.432188307,0
1,91,19,1,0,1,1,1,-0.475781889,-0.432188307,1.166666667
0,91,19,2,0,0,3,3,-0.475781889,-0.432188307,0
0,91,19,3,0,0,3,3,-0.475781889,-0.432188307,0
0,91,19,4,0,0,3,3,-0.475781889,-0.432188307,0
0,91,19,5,0,0,3,3,-0.475781889,-0.432188307,0
0,91,19,6,0,0,3,3,-0.475781889,-0.432188307,0
0,91,19,7,0,0,3,3,-0.475781889,-0.432188307,0
0,91,19,8,0,0,3,3,-0.475781889,-0.432188307,0
1,91,20,1,0,0,1,1,-0.475781889,-0.432188307,-0.466666667
1,91,20,2,0,0,1,1,-0.475781889,-0.432188307,0.5
1,91,20,3,0,0,1,1,-0.475781889,-0.432188307,0.083333333
1,91,20,4,1,1,3,3,-0.475781889,-0.432188307,-0.833333333
1,91,20,5,0,0,1,1,-0.475781889,-0.432188307,-0.333333333
1,91,20,6,0,0,1,1,-0.475781889,-0.432188307,-0.416666667
1,91,20,7,0,0,2,2,-0.475781889,-0.432188307,0.333333333
1,91,20,8,0,0,2,2,-0.475781889,-0.432188307,1.083333333
1,91,21,1,0,0,2,1,-0.475781889,-0.432188307,-0.383333333
1,91,21,2,0,0,2,2,-0.475781889,-0.432188307,-0.666666667
1,91,21,3,0,0,2,2,-0.475781889,-0.432188307,-0.75
1,91,21,4,0,0,2,2,-0.475781889,-0.432188307,-0.333333333
1,91,21,5,0,0,3,1,-0.475781889,-0.432188307,1.5
1,91,21,6,0,0,2,2,-0.475781889,-0.432188307,-1
0,91,21,7,0,0,3,3,-0.475781889,-0.432188307,0
0,91,21,8,0,0,3,3,-0.475781889,-0.432188307,0
1,91,22,1,1,0,2,2,NA,NA,-0.466666667
1,91,22,2,1,0,3,2,NA,NA,0.266666667
1,91,22,3,1,0,2,1,NA,NA,-0.016666667
1,91,22,4,0,0,2,2,NA,NA,-0.05
0,91,22,5,0,0,3,3,NA,NA,0
0,91,22,6,0,0,3,3,NA,NA,0
0,91,22,7,0,0,3,3,NA,NA,0
0,91,22,8,0,0,3,3,NA,NA,0
1,92,1,1,0,0,2,2,-0.47074486,-0.502710005,-0.3
1,92,1,2,0,0,2,2,-0.47074486,-0.502710005,-0.733333333
1,92,1,3,0,0,2,2,-0.47074486,-0.502710005,-0.816666667
1,92,1,4,0,0,2,2,-0.47074486,-0.502710005,-0.583333333
1,92,1,5,0,0,2,2,-0.47074486,-0.502710005,-0.916666667
1,92,1,6,0,0,2,1,-0.47074486,-0.502710005,-1.116666667
0,92,1,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,1,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,2,1,0,0,2,2,-0.47074486,-0.502710005,-0.683333333
1,92,2,2,0,0,2,2,-0.47074486,-0.502710005,-0.75
1,92,2,3,0,0,2,2,-0.47074486,-0.502710005,-0.483333333
1,92,2,4,0,0,2,2,-0.47074486,-0.502710005,-0.366666667
1,92,2,5,0,0,2,1,-0.47074486,-0.502710005,-0.916666667
0,92,2,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,2,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,2,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,3,1,0,0,2,2,-0.47074486,-0.502710005,-0.416666667
1,92,3,2,0,0,2,3,-0.47074486,-0.502710005,-0.233333333
1,92,3,3,0,0,1,1,-0.47074486,-0.502710005,-0.083333333
1,92,3,4,0,0,2,1,-0.47074486,-0.502710005,-0.75
1,92,3,5,0,0,2,2,-0.47074486,-0.502710005,-0.666666667
0,92,3,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,3,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,3,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,4,1,0,0,2,3,-0.47074486,-0.502710005,-0.9
1,92,4,2,0,0,2,2,-0.47074486,-0.502710005,-0.983333333
1,92,4,3,0,0,2,3,-0.47074486,-0.502710005,-0.95
1,92,4,4,0,0,2,1,-0.47074486,-0.502710005,-1
0,92,4,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,4,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,4,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,4,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,5,1,0,0,2,1,-0.47074486,-0.502710005,-1.083333333
1,92,5,2,0,0,2,2,-0.47074486,-0.502710005,-0.933333333
1,92,5,3,0,0,1,1,-0.47074486,-0.502710005,0.083333333
1,92,5,4,0,0,2,3,-0.47074486,-0.502710005,-0.45
1,92,5,5,0,0,2,2,-0.47074486,-0.502710005,-0.816666667
0,92,5,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,5,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,5,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,6,1,0,0,3,2,-0.47074486,-0.502710005,-1.016666667
1,92,6,2,0,0,3,2,-0.47074486,-0.502710005,-0.616666667
1,92,6,3,0,0,2,2,-0.47074486,-0.502710005,0.166666667
1,92,6,4,0,0,2,1,-0.47074486,-0.502710005,-0.833333333
0,92,6,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,6,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,6,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,6,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,7,1,0,0,2,1,-0.47074486,-0.502710005,-0.75
1,92,7,2,0,0,2,2,-0.47074486,-0.502710005,0.133333333
1,92,7,3,0,0,2,2,-0.47074486,-0.502710005,-0.95
0,92,7,4,0,0,3,3,-0.47074486,-0.502710005,0
0,92,7,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,7,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,7,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,7,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,8,1,0,0,2,2,-0.47074486,-0.502710005,0.116666667
1,92,8,2,0,0,3,2,-0.47074486,-0.502710005,0.5
1,92,8,3,0,0,1,1,-0.47074486,-0.502710005,1.116666667
1,92,8,4,0,0,2,2,-0.47074486,-0.502710005,0.233333333
1,92,8,5,0,0,2,2,-0.47074486,-0.502710005,-0.583333333
0,92,8,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,8,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,8,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,9,1,0,0,3,1,-0.47074486,-0.502710005,-0.666666667
1,92,9,2,0,0,2,2,-0.47074486,-0.502710005,-0.4
1,92,9,3,0,0,2,2,-0.47074486,-0.502710005,-0.916666667
1,92,9,4,0,0,2,2,-0.47074486,-0.502710005,-0.6
0,92,9,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,9,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,9,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,9,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,10,1,0,0,2,2,-0.47074486,-0.502710005,-0.4
1,92,10,2,0,0,2,2,-0.47074486,-0.502710005,-0.966666667
0,92,10,3,0,0,3,3,-0.47074486,-0.502710005,0
0,92,10,4,0,0,3,3,-0.47074486,-0.502710005,0
0,92,10,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,10,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,10,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,10,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,11,1,0,0,3,3,-0.47074486,-0.502710005,-0.533333333
1,92,11,2,0,0,2,1,-0.47074486,-0.502710005,-0.5
1,92,11,3,0,0,2,2,-0.47074486,-0.502710005,-0.95
0,92,11,4,0,0,3,3,-0.47074486,-0.502710005,0
0,92,11,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,11,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,11,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,11,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,12,1,0,0,3,1,-0.47074486,-0.502710005,-0.233333333
1,92,12,2,0,0,2,3,-0.47074486,-0.502710005,-0.3
1,92,12,3,0,0,2,2,-0.47074486,-0.502710005,-0.883333333
1,92,12,4,0,0,2,2,-0.47074486,-0.502710005,-0.833333333
0,92,12,5,0,0,3,3,-0.47074486,-0.502710005,0
0,92,12,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,12,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,12,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,13,1,0,0,2,2,-0.47074486,-0.502710005,-0.783333333
1,92,13,2,0,0,1,3,-0.47074486,-0.502710005,1.9
1,92,13,3,0,0,3,2,-0.47074486,-0.502710005,-0.916666667
1,92,13,4,0,0,2,2,-0.47074486,-0.502710005,-0.65
1,92,13,5,0,0,3,2,-0.47074486,-0.502710005,-0.5
0,92,13,6,0,0,3,3,-0.47074486,-0.502710005,0
0,92,13,7,0,0,3,3,-0.47074486,-0.502710005,0
0,92,13,8,0,0,3,3,-0.47074486,-0.502710005,0
1,92,14,1,0,0,3,1,-0.47074486,-0.54707796,1.5
1,92,14,2,0,0,2,2,-0.47074486,-0.54707796,-0.416666667
1,92,14,3,0,0,3,3,-0.47074486,-0.54707796,1.966666667
0,92,14,4,0,0,3,3,-0.47074486,-0.54707796,0
0,92,14,5,0,0,3,3,-0.47074486,-0.54707796,0
