Visited,Site,Year,Visit_num,BO,NSO,Method,TOD,RF,FOR,ttot
1,1,1,1,0,0,2,2,-0.41231532,-0.502710005,-0.5
1,1,1,2,0,0,2,2,-0.41231532,-0.502710005,-0.666666667
1,1,1,3,0,0,2,2,-0.41231532,-0.502710005,-0.833333333
1,1,1,4,0,0,2,1,-0.41231532,-0.502710005,-0.916666667
1,1,1,5,0,0,2,2,-0.41231532,-0.502710005,-0.75
1,1,1,6,0,0,2,2,-0.41231532,-0.502710005,-1.066666667
0,1,1,7,0,0,3,3,-0.41231532,-0.502710005,0
0,1,1,8,0,0,3,3,-0.41231532,-0.502710005,0
1,1,2,1,0,0,2,2,-0.41231532,-0.502710005,-0.6
1,1,2,2,0,0,2,2,-0.41231532,-0.502710005,-0.816666667
1,1,2,3,0,0,2,2,-0.41231532,-0.502710005,-0.3
1,1,2,4,0,0,2,2,-0.41231532,-0.502710005,-0.55
0,1,2,5,0,0,3,3,-0.41231532,-0.502710005,0
0,1,2,6,0,0,3,3,-0.41231532,-0.502710005,0
0,1,2,7,0,0,3,3,-0.41231532,-0.502710005,0
0,1,2,8,0,0,3,3,-0.41231532,-0.502710005,0
1,1,3,1,0,0,2,2,-0.41231532,-0.502710005,-0.7
1,1,3,2,0,0,2,2,-0.41231532,-0.502710005,-0.383333333
1,1,3,3,0,0,2,1,-0.41231532,-0.502710005,-0.733333333
1,1,3,4,0,0,2,2,-0.41231532,-0.502710005,-1.016666667
0,1,3,5,0,0,3,3,-0.41231532,-0.502710005,0
0,1,3,6,0,0,3,3,-0.41231532,-0.502710005,0
0,1,3,7,0,0,3,3,-0.41231532,-0.502710005,0
0,1,3,8,0,0,3,3,-0.41231532,-0.502710005,0
1,1,4,1,0,0,2,2,-0.41231532,-0.502710005,-0.35
1,1,4,2,0,0,2,3,-0.41231532,-0.502710005,0.266666667
1,1,4,3,0,0,2,1,-0.41231532,-0.502710005,-0.333333333
1,1,4,4,0,0,2,2,-0.41231532,-0.502710005,-0.733333333
0,1,4,5,0,0,3,3,-0.41231532,-0.502710005,0
0,1,4,6,0,0,3,3,-0.41231532,-0.502710005,0
0,1,4,7,0,0,3,3,-0.41231532,-0.502710005,0
0,1,4,8,0,0,3,3,-0.41231532,-0.502710005,0
1,1,5,1,0,0,2,2,-0.41231532,-0.509715471,-1.016666667
1,1,5,2,0,0,2,2,-0.41231532,-0.509715471,-0.783333333
1,1,5,3,0,0,2,1,-0.41231532,-0.509715471,-0.183333333
1,1,5,4,0,0,2,2,-0.41231532,-0.509715471,-0.533333333
0,1,5,5,0,0,3,3,-0.41231532,-0.509715471,0
0,1,5,6,0,0,3,3,-0.41231532,-0.509715471,0
0,1,5,7,0,0,3,3,-0.41231532,-0.509715471,0
0,1,5,8,0,0,3,3,-0.41231532,-0.509715471,0
1,1,6,1,0,0,2,2,-0.412315319,-0.509715471,-0.666666667
1,1,6,2,0,0,2,2,-0.412315319,-0.509715471,-0.766666667
1,1,6,3,0,0,2,2,-0.412315319,-0.509715471,-1
1,1,6,4,0,0,2,1,-0.412315319,-0.509715471,0.4
1,1,6,5,0,0,2,2,-0.412315319,-0.509715471,-0.45
1,1,6,6,0,0,2,1,-0.412315319,-0.509715471,-1.1
1,1,6,7,0,0,2,1,-0.412315319,-0.509715471,-0.866666667
0,1,6,8,0,0,3,3,-0.412315319,-0.509715471,0
1,1,7,1,0,0,2,3,-0.412315319,-0.509715471,-0.666666667
1,1,7,2,0,0,2,2,-0.412315319,-0.509715471,-0.633333333
1,1,7,3,0,0,2,2,-0.412315319,-0.509715471,-0.266666667
1,1,7,4,0,0,2,2,-0.412315319,-0.509715471,-0.583333333
0,1,7,5,0,0,3,3,-0.412315319,-0.509715471,0
0,1,7,6,0,0,3,3,-0.412315319,-0.509715471,0
0,1,7,7,0,0,3,3,-0.412315319,-0.509715471,0
0,1,7,8,0,0,3,3,-0.412315319,-0.509715471,0
1,1,8,1,0,0,2,1,-0.412315319,-0.509715471,-0.333333333
1,1,8,2,0,0,2,2,-0.412315319,-0.509715471,-0.666666667
1,1,8,3,0,0,2,2,-0.412315319,-0.509715471,-0.4
1,1,8,4,0,0,2,2,-0.412315319,-0.509715471,-0.6
0,1,8,5,0,0,3,3,-0.412315319,-0.509715471,0
0,1,8,6,0,0,3,3,-0.412315319,-0.509715471,0
0,1,8,7,0,0,3,3,-0.412315319,-0.509715471,0
0,1,8,8,0,0,3,3,-0.412315319,-0.509715471,0
1,1,9,1,0,0,2,3,-0.412315319,-0.509715471,-0.366666667
1,1,9,2,0,0,2,3,-0.412315319,-0.509715471,-0.25
1,1,9,3,0,0,2,1,-0.412315319,-0.509715471,-0.633333333
1,1,9,4,0,0,2,2,-0.412315319,-0.509715471,-0.4
0,1,9,5,0,0,3,3,-0.412315319,-0.509715471,0
0,1,9,6,0,0,3,3,-0.412315319,-0.509715471,0
0,1,9,7,0,0,3,3,-0.412315319,-0.509715471,0
0,1,9,8,0,0,3,3,-0.412315319,-0.509715471,0
1,1,10,1,0,0,2,2,-0.420374566,-0.528863747,-0.5
1,1,10,2,0,0,2,2,-0.420374566,-0.528863747,-0.3
1,1,10,3,0,0,2,2,-0.420374566,-0.528863747,-0.733333333
1,1,10,4,0,0,2,1,-0.420374566,-0.528863747,-0.05
0,1,10,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,10,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,10,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,10,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,11,1,0,1,2,2,-0.420374566,-0.528863747,-0.716666667
1,1,11,2,0,1,1,1,-0.420374566,-0.528863747,-0.666666667
1,1,11,3,0,0,3,1,-0.420374566,-0.528863747,-0.333333333
1,1,11,4,0,0,3,1,-0.420374566,-0.528863747,-0.116666667
0,1,11,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,11,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,11,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,11,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,12,1,0,0,2,1,-0.420374566,-0.528863747,-0.633333333
1,1,12,2,0,0,2,2,-0.420374566,-0.528863747,-0.366666667
1,1,12,3,0,0,2,2,-0.420374566,-0.528863747,-0.583333333
1,1,12,4,0,0,2,2,-0.420374566,-0.528863747,-0.483333333
0,1,12,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,12,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,12,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,12,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,13,1,0,0,2,1,-0.420374566,-0.528863747,-0.8
1,1,13,2,0,0,2,2,-0.420374566,-0.528863747,-0.65
1,1,13,3,0,0,3,2,-0.420374566,-0.528863747,-0.966666667
1,1,13,4,0,0,2,2,-0.420374566,-0.528863747,-0.983333333
0,1,13,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,13,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,13,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,13,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,14,1,0,0,2,1,-0.420374566,-0.528863747,-0.883333333
1,1,14,2,0,1,2,2,-0.420374566,-0.528863747,-0.65
1,1,14,3,0,1,1,1,-0.420374566,-0.528863747,0.166666667
1,1,14,4,0,0,3,1,-0.420374566,-0.528863747,-0.666666667
1,1,14,5,0,1,2,1,-0.420374566,-0.528863747,-1.066666667
0,1,14,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,14,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,14,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,15,1,0,0,3,1,-0.420374566,-0.52886375,-0.95
1,1,15,2,0,0,2,2,-0.420374566,-0.52886375,-0.6
1,1,15,3,0,0,2,2,-0.420374566,-0.52886375,-0.433333333
1,1,15,4,0,0,2,2,-0.420374566,-0.52886375,-0.85
0,1,15,5,0,0,3,3,-0.420374566,-0.52886375,0
0,1,15,6,0,0,3,3,-0.420374566,-0.52886375,0
0,1,15,7,0,0,3,3,-0.420374566,-0.52886375,0
0,1,15,8,0,0,3,3,-0.420374566,-0.52886375,0
1,1,16,1,1,0,2,1,-0.420374566,-0.528863747,-0.833333333
1,1,16,2,0,0,2,2,-0.420374566,-0.528863747,-0.916666667
1,1,16,3,1,0,2,2,-0.420374566,-0.528863747,-0.75
1,1,16,4,0,0,2,2,-0.420374566,-0.528863747,-0.666666667
0,1,16,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,16,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,16,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,16,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,17,1,0,0,2,1,-0.420374566,-0.528863747,0.216666667
1,1,17,2,0,0,2,2,-0.420374566,-0.528863747,-0.5
1,1,17,3,0,0,2,2,-0.420374566,-0.528863747,-0.833333333
1,1,17,4,0,0,2,2,-0.420374566,-0.528863747,-0.583333333
0,1,17,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,17,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,17,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,17,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,18,1,1,0,2,2,-0.420374566,-0.528863747,-0.8
1,1,18,2,0,0,2,2,-0.420374566,-0.528863747,-0.75
1,1,18,3,0,0,2,2,-0.420374566,-0.528863747,-0.883333333
1,1,18,4,0,0,2,1,-0.420374566,-0.528863747,-0.3
1,1,18,5,0,0,2,3,-0.420374566,-0.528863747,-0.05
1,1,18,6,1,0,2,2,-0.420374566,-0.528863747,-0.5
1,1,18,7,0,0,2,3,-0.420374566,-0.528863747,-0.8
0,1,18,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,19,1,0,0,3,1,-0.420374566,-0.528863747,-0.15
1,1,19,2,0,0,2,2,-0.420374566,-0.528863747,-0.783333333
1,1,19,3,0,0,2,2,-0.420374566,-0.528863747,-0.616666667
0,1,19,4,0,0,3,3,-0.420374566,-0.528863747,0
0,1,19,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,19,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,19,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,19,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,20,1,0,0,1,1,-0.420374566,-0.528863747,-0.833333333
1,1,20,2,0,0,2,2,-0.420374566,-0.528863747,-0.666666667
1,1,20,3,0,0,2,2,-0.420374566,-0.528863747,-0.666666667
1,1,20,4,0,0,2,2,-0.420374566,-0.528863747,-0.916666667
0,1,20,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,20,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,20,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,20,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,21,1,0,0,2,2,-0.420374566,-0.528863747,-0.666666667
1,1,21,2,0,0,2,2,-0.420374566,-0.528863747,-0.583333333
1,1,21,3,0,0,2,2,-0.420374566,-0.528863747,-0.966666667
1,1,21,4,1,0,2,2,-0.420374566,-0.528863747,-0.9
0,1,21,5,0,0,3,3,-0.420374566,-0.528863747,0
0,1,21,6,0,0,3,3,-0.420374566,-0.528863747,0
0,1,21,7,0,0,3,3,-0.420374566,-0.528863747,0
0,1,21,8,0,0,3,3,-0.420374566,-0.528863747,0
1,1,22,1,0,0,2,2,NA,NA,-0.833333333
1,1,22,2,0,0,2,2,NA,NA,-0.416666667
1,1,22,3,1,0,2,2,NA,NA,-0.733333333
1,1,22,4,0,0,2,2,NA,NA,-0.916666667
0,1,22,5,0,0,3,3,NA,NA,0
0,1,22,6,0,0,3,3,NA,NA,0
0,1,22,7,0,0,3,3,NA,NA,0
0,1,22,8,0,0,3,3,NA,NA,0
1,2,1,1,0,0,2,1,-0.21486377,-0.318699748,0.233333333
1,2,1,2,0,0,2,2,-0.21486377,-0.318699748,-0.9
1,2,1,3,0,0,2,2,-0.21486377,-0.318699748,-0.85
1,2,1,4,0,0,2,2,-0.21486377,-0.318699748,-1.016666667
1,2,1,5,0,0,2,3,-0.21486377,-0.318699748,-0.583333333
1,2,1,6,0,0,2,2,-0.21486377,-0.318699748,-1.083333333
0,2,1,7,0,0,3,3,-0.21486377,-0.318699748,0
0,2,1,8,0,0,3,3,-0.21486377,-0.318699748,0
1,2,2,1,0,0,2,2,-0.21486377,-0.318699748,-0.583333333
1,2,2,2,0,0,2,2,-0.21486377,-0.318699748,-0.616666667
1,2,2,3,0,0,2,2,-0.21486377,-0.318699748,-0.75
1,2,2,4,0,0,2,3,-0.21486377,-0.318699748,1.433333333
1,2,2,5,0,0,2,1,-0.21486377,-0.318699748,-1.066666667
1,2,2,6,0,0,2,2,-0.21486377,-0.318699748,-0.95
0,2,2,7,0,0,3,3,-0.21486377,-0.318699748,0
0,2,2,8,0,0,3,3,-0.21486377,-0.318699748,0
1,2,3,1,0,0,2,2,-0.21486377,-0.331309588,-0.85
1,2,3,2,0,0,2,2,-0.21486377,-0.331309588,-1.1
1,2,3,3,0,0,2,1,-0.21486377,-0.331309588,-0.833333333
1,2,3,4,0,0,2,3,-0.21486377,-0.331309588,-0.5
0,2,3,5,0,0,3,3,-0.21486377,-0.331309588,0
0,2,3,6,0,0,3,3,-0.21486377,-0.331309588,0
0,2,3,7,0,0,3,3,-0.21486377,-0.331309588,0
0,2,3,8,0,0,3,3,-0.21486377,-0.331309588,0
1,2,4,1,0,0,2,3,-0.21486377,-0.331309588,-0.5
1,2,4,2,0,0,2,3,-0.21486377,-0.331309588,-0.416666667
1,2,4,3,0,0,2,2,-0.21486377,-0.331309588,-1.083333333
1,2,4,4,0,0,2,3,-0.21486377,-0.331309588,0.55
1,2,4,5,0,0,2,3,-0.21486377,-0.331309588,0.75
1,2,4,6,0,0,2,1,-0.21486377,-0.331309588,-0.483333333
1,2,4,7,0,0,2,3,-0.21486377,-0.331309588,-0.25
0,2,4,8,0,0,3,3,-0.21486377,-0.331309588,0
1,2,5,1,0,0,2,1,-0.21486377,-0.333644744,-0.583333333
1,2,5,2,0,0,2,1,-0.21486377,-0.333644744,-0.95
1,2,5,3,0,0,2,3,-0.21486377,-0.333644744,-0.15
1,2,5,4,0,0,2,2,-0.21486377,-0.333644744,-0.25
1,2,5,5,0,0,2,2,-0.21486377,-0.333644744,-1.1
0,2,5,6,0,0,3,3,-0.21486377,-0.333644744,0
0,2,5,7,0,0,3,3,-0.21486377,-0.333644744,0
0,2,5,8,0,0,3,3,-0.21486377,-0.333644744,0
1,2,6,1,0,0,2,2,-0.214863765,-0.333644744,-0.6
1,2,6,2,0,0,2,2,-0.214863765,-0.333644744,-0.4
1,2,6,3,0,0,2,2,-0.214863765,-0.333644744,-0.8
1,2,6,4,0,0,2,2,-0.214863765,-0.333644744,0.083333333
0,2,6,5,0,0,3,3,-0.214863765,-0.333644744,0
0,2,6,6,0,0,3,3,-0.214863765,-0.333644744,0
0,2,6,7,0,0,3,3,-0.214863765,-0.333644744,0
0,2,6,8,0,0,3,3,-0.214863765,-0.333644744,0
1,2,7,1,0,0,2,2,-0.214863765,-0.333644744,-0.416666667
1,2,7,2,0,0,2,2,-0.214863765,-0.333644744,-0.966666667
1,2,7,3,0,0,2,2,-0.214863765,-0.333644744,-0.25
1,2,7,4,0,0,2,2,-0.214863765,-0.333644744,0.7
0,2,7,5,0,0,3,3,-0.214863765,-0.333644744,0
0,2,7,6,0,0,3,3,-0.214863765,-0.333644744,0
0,2,7,7,0,0,3,3,-0.214863765,-0.333644744,0
0,2,7,8,0,0,3,3,-0.214863765,-0.333644744,0
1,2,8,1,0,0,2,2,-0.214863765,-0.333644744,-0.7
1,2,8,2,0,0,2,2,-0.214863765,-0.333644744,-0.433333333
1,2,8,3,0,0,2,3,-0.214863765,-0.333644744,-0.566666667
1,2,8,4,0,0,2,2,-0.214863765,-0.333644744,-0.366666667
0,2,8,5,0,0,3,3,-0.214863765,-0.333644744,0
0,2,8,6,0,0,3,3,-0.214863765,-0.333644744,0
0,2,8,7,0,0,3,3,-0.214863765,-0.333644744,0
0,2,8,8,0,0,3,3,-0.214863765,-0.333644744,0
1,2,9,1,0,0,2,2,-0.214863765,-0.333644744,-0.416666667
1,2,9,2,0,0,2,2,-0.214863765,-0.333644744,-0.25
1,2,9,3,0,0,2,2,-0.214863765,-0.333644744,-0.95
1,2,9,4,0,0,2,2,-0.214863765,-0.333644744,-0.716666667
0,2,9,5,0,0,3,3,-0.214863765,-0.333644744,0
0,2,9,6,0,0,3,3,-0.214863765,-0.333644744,0
0,2,9,7,0,0,3,3,-0.214863765,-0.333644744,0
0,2,9,8,0,0,3,3,-0.214863765,-0.333644744,0
1,2,10,1,0,0,2,2,-0.234004477,-0.379880823,-0.633333333
1,2,10,2,0,0,2,2,-0.234004477,-0.379880823,-0.583333333
1,2,10,3,0,0,3,3,-0.234004477,-0.379880823,1.533333333
1,2,10,4,0,0,3,1,-0.234004477,-0.379880823,-0.083333333
1,2,10,5,0,0,3,3,-0.234004477,-0.379880823,1.866666667
1,2,10,6,0,0,2,1,-0.234004477,-0.379880823,-0.266666667
0,2,10,7,0,0,3,3,-0.234004477,-0.379880823,0
0,2,10,8,0,0,3,3,-0.234004477,-0.379880823,0
1,2,11,1,0,0,2,3,-0.234004477,-0.379880823,-0.7
1,2,11,2,0,0,2,3,-0.234004477,-0.379880823,0.85
1,2,11,3,0,0,2,1,-0.234004477,-0.379880823,-0.783333333
1,2,11,4,0,0,2,1,-0.234004477,-0.379880823,0
1,2,11,5,0,0,3,1,-0.234004477,-0.379880823,-0.616666667
1,2,11,6,0,0,2,1,-0.234004477,-0.379880823,-0.483333333
1,2,11,7,0,0,2,1,-0.234004477,-0.379880823,-0.45
1,2,11,8,0,0,2,1,-0.234004477,-0.379880823,-0.983333333
1,2,12,1,0,0,2,1,-0.269263683,-0.406034565,-0.25
1,2,12,2,0,0,2,3,-0.269263683,-0.406034565,-0.783333333
1,2,12,3,0,0,2,2,-0.269263683,-0.406034565,-0.75
1,2,12,4,0,0,3,2,-0.269263683,-0.406034565,0.5
0,2,12,5,0,0,3,3,-0.269263683,-0.406034565,0
0,2,12,6,0,0,3,3,-0.269263683,-0.406034565,0
0,2,12,7,0,0,3,3,-0.269263683,-0.406034565,0
0,2,12,8,0,0,3,3,-0.269263683,-0.406034565,0
1,2,13,1,0,0,2,1,-0.269263683,-0.406034565,-0.266666667
1,2,13,2,0,0,2,2,-0.269263683,-0.406034565,-0.033333333
1,2,13,3,0,1,3,2,-0.269263683,-0.406034565,3.233333333
1,2,13,4,0,0,3,1,-0.269263683,-0.406034565,0.083333333
1,2,13,5,0,0,2,2,-0.269263683,-0.406034565,0.166666667
0,2,13,6,0,0,3,3,-0.269263683,-0.406034565,0
0,2,13,7,0,0,3,3,-0.269263683,-0.406034565,0
0,2,13,8,0,0,3,3,-0.269263683,-0.406034565,0
1,2,14,1,0,0,2,1,-0.353885777,-0.457407987,0
1,2,14,2,0,0,2,2,-0.353885777,-0.457407987,-1.05
1,2,14,3,0,0,3,2,-0.353885777,-0.457407987,0.333333333
1,2,14,4,0,0,3,3,-0.353885777,-0.457407987,0.366666667
0,2,14,5,0,0,3,3,-0.353885777,-0.457407987,0
0,2,14,6,0,0,3,3,-0.353885777,-0.457407987,0
0,2,14,7,0,0,3,3,-0.353885777,-0.457407987,0
0,2,14,8,0,0,3,3,-0.353885777,-0.457407987,0
1,2,15,1,0,0,2,1,-0.359930213,-0.46488049,0.483333333
1,2,15,2,0,0,2,2,-0.359930213,-0.46488049,-0.633333333
1,2,15,3,0,0,2,2,-0.359930213,-0.46488049,-0.333333333
1,2,15,4,0,0,3,2,-0.359930213,-0.46488049,-0.216666667
0,2,15,5,0,0,3,3,-0.359930213,-0.46488049,0
0,2,15,6,0,0,3,3,-0.359930213,-0.46488049,0
0,2,15,7,0,0,3,3,-0.359930213,-0.46488049,0
0,2,15,8,0,0,3,3,-0.359930213,-0.46488049,0
1,2,16,1,0,0,2,1,-0.359930213,-0.464880485,0.333333333
1,2,16,2,0,0,2,2,-0.359930213,-0.464880485,-0.25
1,2,16,3,0,1,2,2,-0.359930213,-0.464880485,-0.2
1,2,16,4,0,0,2,2,-0.359930213,-0.464880485,0
0,2,16,5,0,0,3,3,-0.359930213,-0.464880485,0
0,2,16,6,0,0,3,3,-0.359930213,-0.464880485,0
0,2,16,7,0,0,3,3,-0.359930213,-0.464880485,0
0,2,16,8,0,0,3,3,-0.359930213,-0.464880485,0
1,2,17,1,0,0,2,1,-0.359930213,-0.464880485,-0.2
1,2,17,2,0,0,2,2,-0.359930213,-0.464880485,-0.583333333
1,2,17,3,0,0,2,2,-0.359930213,-0.464880485,-0.9
1,2,17,4,0,0,2,2,-0.359930213,-0.464880485,-0.5
0,2,17,5,0,0,3,3,-0.359930213,-0.464880485,0
0,2,17,6,0,0,3,3,-0.359930213,-0.464880485,0
0,2,17,7,0,0,3,3,-0.359930213,-0.464880485,0
0,2,17,8,0,0,3,3,-0.359930213,-0.464880485,0
1,2,18,1,0,0,2,1,-0.359930213,-0.464880485,-0.833333333
1,2,18,2,0,0,2,2,-0.359930213,-0.464880485,-0.6
1,2,18,3,0,0,2,2,-0.359930213,-0.464880485,-0.583333333
1,2,18,4,0,0,2,2,-0.359930213,-0.464880485,-0.833333333
0,2,18,5,0,0,3,3,-0.359930213,-0.464880485,0
0,2,18,6,0,0,3,3,-0.359930213,-0.464880485,0
0,2,18,7,0,0,3,3,-0.359930213,-0.464880485,0
0,2,18,8,0,0,3,3,-0.359930213,-0.464880485,0
1,2,19,1,0,1,3,1,-0.359930213,-0.464880485,2.016666667
0,2,19,2,0,0,3,3,-0.359930213,-0.464880485,0
0,2,19,3,0,0,3,3,-0.359930213,-0.464880485,0
0,2,19,4,0,0,3,3,-0.359930213,-0.464880485,0
0,2,19,5,0,0,3,3,-0.359930213,-0.464880485,0
0,2,19,6,0,0,3,3,-0.359930213,-0.464880485,0
0,2,19,7,0,0,3,3,-0.359930213,-0.464880485,0
0,2,19,8,0,0,3,3,-0.359930213,-0.464880485,0
1,2,20,1,0,0,3,1,-0.359930213,-0.464880485,0.5
1,2,20,2,0,0,1,1,-0.359930213,-0.464880485,-0.05
1,2,20,3,1,0,2,2,-0.359930213,-0.464880485,-1
1,2,20,4,1,0,2,2,-0.359930213,-0.464880485,-0.583333333
1,2,20,5,1,0,2,2,-0.359930213,-0.464880485,0.216666667
1,2,20,6,0,0,3,3,-0.359930213,-0.464880485,2.75
1,2,20,7,0,0,3,1,-0.359930213,-0.464880485,1.166666667
1,2,20,8,0,0,2,2,-0.359930213,-0.464880485,1.916666667
1,2,21,1,0,0,3,1,-0.359930213,-0.464880485,0.55
1,2,21,2,0,0,2,1,-0.359930213,-0.464880485,-0.5
1,2,21,3,0,0,2,2,-0.359930213,-0.464880485,-0.916666667
1,2,21,4,1,0,2,2,-0.359930213,-0.464880485,-0.583333333
1,2,21,5,0,0,2,2,-0.359930213,-0.464880485,-0.166666667
0,2,21,6,0,0,3,3,-0.359930213,-0.464880485,0
0,2,21,7,0,0,3,3,-0.359930213,-0.464880485,0
0,2,21,8,0,0,3,3,-0.359930213,-0.464880485,0
1,2,22,1,0,0,2,2,NA,NA,-0.383333333
1,2,22,2,0,0,2,1,NA,NA,-0.85
1,2,22,3,1,0,2,2,NA,NA,-0.75
1,2,22,4,0,0,2,2,NA,NA,-0.733333333
0,2,22,5,0,0,3,3,NA,NA,0
0,2,22,6,0,0,3,3,NA,NA,0
0,2,22,7,0,0,3,3,NA,NA,0
0,2,22,8,0,0,3,3,NA,NA,0
1,3,1,1,0,0,2,1,-0.59163357,-0.310293188,-1.066666667
1,3,1,2,0,0,2,2,-0.59163357,-0.310293188,-0.766666667
1,3,1,3,0,0,2,2,-0.59163357,-0.310293188,-0.783333333
1,3,1,4,0,0,2,2,-0.59163357,-0.310293188,-0.6
1,3,1,5,0,0,2,2,-0.59163357,-0.310293188,-0.4
1,3,1,6,0,0,2,2,-0.59163357,-0.310293188,-0.833333333
0,3,1,7,0,0,3,3,-0.59163357,-0.310293188,0
0,3,1,8,0,0,3,3,-0.59163357,-0.310293188,0
1,3,2,1,0,0,2,2,-0.59163357,-0.310293188,-0.516666667
1,3,2,2,0,0,2,2,-0.59163357,-0.310293188,-0.833333333
1,3,2,3,0,0,2,2,-0.59163357,-0.310293188,-0.75
1,3,2,4,0,0,2,2,-0.59163357,-0.310293188,-0.666666667
1,3,2,5,0,0,2,2,-0.59163357,-0.310293188,-0.733333333
1,3,2,6,0,0,2,2,-0.59163357,-0.310293188,-0.583333333
0,3,2,7,0,0,3,3,-0.59163357,-0.310293188,0
0,3,2,8,0,0,3,3,-0.59163357,-0.310293188,0
1,3,3,1,0,0,2,2,-0.59163357,-0.310293188,0.1
1,3,3,2,0,0,2,2,-0.59163357,-0.310293188,-0.933333333
1,3,3,3,0,0,2,2,-0.59163357,-0.310293188,-0.833333333
1,3,3,4,0,0,2,1,-0.59163357,-0.310293188,-0.866666667
0,3,3,5,0,0,3,3,-0.59163357,-0.310293188,0
0,3,3,6,0,0,3,3,-0.59163357,-0.310293188,0
0,3,3,7,0,0,3,3,-0.59163357,-0.310293188,0
0,3,3,8,0,0,3,3,-0.59163357,-0.310293188,0
1,3,4,1,0,0,2,2,-0.59163357,-0.310293188,-1.05
1,3,4,2,0,0,1,1,-0.59163357,-0.310293188,-0.733333333
1,3,4,3,0,0,2,3,-0.59163357,-0.310293188,-0.883333333
1,3,4,4,0,0,2,3,-0.59163357,-0.310293188,1.266666667
0,3,4,5,0,0,3,3,-0.59163357,-0.310293188,0
0,3,4,6,0,0,3,3,-0.59163357,-0.310293188,0
0,3,4,7,0,0,3,3,-0.59163357,-0.310293188,0
0,3,4,8,0,0,3,3,-0.59163357,-0.310293188,0
1,3,5,1,0,0,2,1,-0.59163357,-0.310293188,1.5
1,3,5,2,0,0,2,2,-0.59163357,-0.310293188,1.016666667
1,3,5,3,0,0,2,3,-0.59163357,-0.310293188,2.566666667
1,3,5,4,0,0,2,1,-0.59163357,-0.310293188,0.316666667
1,3,5,5,0,0,2,2,-0.59163357,-0.310293188,0.783333333
1,3,5,6,0,0,2,2,-0.59163357,-0.310293188,0.683333333
1,3,5,7,0,0,2,2,-0.59163357,-0.310293188,-1
1,3,5,8,0,0,2,2,-0.59163357,-0.310293188,0.633333333
1,3,6,1,0,0,2,2,-0.591633566,-0.310293188,0.25
1,3,6,2,0,0,2,2,-0.591633566,-0.310293188,-0.383333333
1,3,6,3,0,0,2,1,-0.591633566,-0.310293188,0.183333333
1,3,6,4,0,0,2,2,-0.591633566,-0.310293188,-0.75
1,3,6,5,0,0,2,2,-0.591633566,-0.310293188,-0.516666667
1,3,6,6,0,0,2,2,-0.591633566,-0.310293188,-0.566666667
0,3,6,7,0,0,3,3,-0.591633566,-0.310293188,0
0,3,6,8,0,0,3,3,-0.591633566,-0.310293188,0
1,3,7,1,0,0,2,2,-0.591633566,-0.310293188,-0.683333333
1,3,7,2,0,0,2,2,-0.591633566,-0.310293188,-0.5
1,3,7,3,0,0,2,2,-0.591633566,-0.310293188,0.25
1,3,7,4,0,0,2,2,-0.591633566,-0.310293188,-0.383333333
1,3,7,5,0,0,2,2,-0.591633566,-0.310293188,-0.583333333
0,3,7,6,0,0,3,3,-0.591633566,-0.310293188,0
0,3,7,7,0,0,3,3,-0.591633566,-0.310293188,0
0,3,7,8,0,0,3,3,-0.591633566,-0.310293188,0
1,3,8,1,0,0,2,2,-0.591633566,-0.310293188,-0.6
1,3,8,2,0,0,2,2,-0.591633566,-0.310293188,-0.75
