-0.41231532,-0.41231532,-0.41231532,-0.41231532,-0.41231532,-0.412315319,-0.412315319,-0.412315319,-0.412315319,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566,-0.420374566
-0.21486377,-0.21486377,-0.21486377,-0.21486377,-0.21486377,-0.214863765,-0.214863765,-0.214863765,-0.214863765,-0.234004477,-0.234004477,-0.269263683,-0.269263683,-0.353885777,-0.359930213,-0.359930213,-0.359930213,-0.359930213,-0.359930213,-0.359930213,-0.359930213
-0.59163357,-0.59163357,-0.59163357,-0.59163357,-0.59163357,-0.591633566,-0.591633566,-0.591633566,-0.591633566,-0.591633566,-0.591633566,-0.623870554,-0.623870554,-0.663159384,-0.663159384,-0.664166789,-0.664166789,-0.665174195,-0.665174195,-0.665174195,-0.665174195
0.40670566,0.40670566,0.40670566,0.40670566,0.40670566,0.406705665,0.406705665,0.406705665,0.406705665,0.406705665,0.406705665,0.386557547,0.386557547,0.386557547,0.386557547,0.386557547,0.386557547,0.380513112,0.380513112,0.380513112,0.380513112
-0.06375288,-0.06375288,-0.06375288,-0.07886397,-0.12117502,-0.121175018,-0.121175018,-0.145352759,-0.145352759,-0.145352759,-0.145352759,-0.153412006,-0.153412006,-0.153412006,-0.153412006,-0.293441424,-0.29444883,-0.29444883,-0.29444883,-0.29444883,-0.29444883
-0.21788598,-0.21788598,-0.21788598,-0.21788598,-0.21788598,-0.217885983,-0.217885983,-0.273293307,-0.290419207,-0.290419207,-0.290419207,-0.290419207,-0.290419207,-0.297471048,-0.312582136,-0.312582136,-0.312582136,-0.312582136,-0.312582136,-0.312582136,-0.312582136
1.28012657,1.28012657,1.24385995,1.24385995,1.24385995,1.243859954,1.243859954,1.243859954,1.243859954,1.237815519,1.237815519,1.237815519,1.237815519,1.150171207,1.150171207,1.150171207,1.150171207,1.14211196,1.14211196,1.14211196,1.14211196
0.70590521,0.70590521,0.70590521,0.65553492,0.65553492,0.655534918,0.655534918,0.655534918,0.655534918,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436,0.607179436
0.21630595,0.21630595,0.21630595,0.21630595,0.21630595,0.216305953,0.216305953,0.216305953,0.216305953,0.126646829,0.126646829,0.126646829,0.126646829,0.126646829,0.126646829,0.126646829,0.126646829,0.123624612,0.123624612,0.123624612,0.123624612
-0.02446405,-0.02446405,-0.02446405,-0.06476029,-0.06476029,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289,-0.064760289
