-0.502710005,-0.502710005,-0.502710005,-0.502710005,-0.509715471,-0.509715471,-0.509715471,-0.509715471,-0.509715471,-0.528863747,-0.528863747,-0.528863747,-0.528863747,-0.528863747,-0.52886375,-0.528863747,-0.528863747,-0.528863747,-0.528863747,-0.528863747,-0.528863747
-0.318699748,-0.318699748,-0.331309588,-0.331309588,-0.333644744,-0.333644744,-0.333644744,-0.333644744,-0.333644744,-0.379880823,-0.379880823,-0.406034565,-0.406034565,-0.457407987,-0.46488049,-0.464880485,-0.464880485,-0.464880485,-0.464880485,-0.464880485,-0.464880485
-0.310293188,-0.310293188,-0.310293188,-0.310293188,-0.310293188,-0.310293188,-0.310293188,-0.310293188,-0.310293188,-0.331309588,-0.379880823,-0.492902352,-0.492902352,-0.569495453,-0.56949545,-0.668506048,-0.668506048,-0.684852137,-0.684852137,-0.684852137,-0.684852137
0.106765592,0.106765592,0.106765592,0.106765592,0.106765592,0.106765592,0.102562312,0.102562312,0.102562312,0.102562312,0.102562312,0.09322169,0.09322169,0.09322169,0.09322169,0.09322169,0.09322169,0.083414036,0.083414036,0.083414036,0.083414036
-0.087519349,-0.087519349,-0.087519349,-0.107134656,-0.139359802,-0.139359802,-0.139359802,-0.192601349,-0.19306838,-0.19306838,-0.19306838,-0.196804629,-0.196804629,-0.196804629,-0.19680463,-0.294881162,-0.295348193,-0.295348193,-0.295348193,-0.295348193,-0.295348193
-0.358864423,-0.358864423,-0.358864423,-0.358864423,-0.358864423,-0.358864423,-0.358864423,-0.455539863,-0.52606156,-0.52606156,-0.52606156,-0.52606156,-0.52606156,-0.529330778,-0.55735265,-0.557352645,-0.557352645,-0.557352645,-0.557352645,-0.557352645,-0.557352645
0.995992822,0.995992822,0.943218307,0.943218307,0.943218307,0.943218307,0.943218307,0.943218307,0.943218307,0.931542529,0.931542529,0.931542529,0.930608467,0.876432858,0.87643286,0.876432858,0.876432858,0.872696609,0.872696609,0.872696609,0.872696609
1.048767337,1.048767337,1.048767337,1.008135631,1.008135631,1.008135631,1.008135631,1.008135631,1.008135631,0.983382982,0.983382982,0.983382982,0.983382982,0.983382982,0.98338298,0.981047827,0.981047827,0.981047827,0.981047827,0.981047827,0.981047827
0.227726649,0.227726649,0.227726649,0.227726649,0.227726649,0.227726649,0.227726649,0.227726649,0.227726649,0.151600578,0.151600578,0.151600578,0.151600578,0.151600578,0.15160058,0.151600578,0.151600578,0.133853396,0.133853396,0.133853396,0.133853396
0.292176942,0.292176942,0.292176942,0.259017733,0.259017733,0.259017733,0.259017733,0.259017733,0.258550702,0.258550702,0.258550702,0.258550702,0.258550702,0.258550702,0.2585507,0.258550702,0.258550702,0.258550702,0.258550702,0.258550702,0.258550702
1.406046135,1.406046135,1.406046135,1.406046135,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.4055791,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104,1.405579104
-0.399963161,-0.399963161,-0.399963161,-0.399963161,-0.402298317,-0.406501597,-0.406501597,-0.406501597,-0.406501597,-0.406501597,-0.406501597,-0.410237845,-0.410237845,-0.410237845,-0.41023784,-0.410237845,-0.410237845,-0.410237845,-0.410237845,-0.410237845,-0.410237845
